relation	pattern
president	to wife;
president	was wife of;
president	[[adj]] wife of;
president	[[prp]] wife [[num]];
president	[[con]] wife;
president	[[adj]] wife to;
president	wife of;
president	[[adj]] wife in;
president	[[det]] wife [[con]];
president	wife who;
president	s wife [[det]];
president	s wife with;
president	[[det]] wife;
president	[[adj]] wife [[pro]];
president	[[det]] wife of;
president	[[adj]] wife [[det]];
president	[[con]] wife of;
president	is wife;
president	[[prp]] wife [[con]];
president	[[num]] person;
president	[[adj]] person;
president	[[adj]] person ever;
president	[[adj]] person as;
president	[[adj]] person [[adj]];
president	[[det]] person;
president	[[adj]] person who;
president	[[adj]] person [[con]];
president	[[det]] person of;
president	[[det]] person who;
president	[[adj]] person to;
president	[[det]] person [[con]];
president	[[det]] person to;
president	[[adj]] person that;
president	advised;
president	thought [[con]];
president	[[det]] thought;
president	thought [[adj]];
president	was thought;
president	[[con]] thought;
president	as thought;
president	thought was;
president	which thought;
president	also thought that;
president	thought [[det]];
president	what thought;
president	[[con]] thought that;
president	[[det]] thought of;
president	thought of;
president	[[pro]] thought;
president	thought to;
president	that thought;
president	is thought to;
president	[[adj]] thought;
president	thought [[pro]];
president	thought [[mod]];
president	was thought to;
president	thought that;
president	what thought was;
president	thought had;
president	because thought;
president	endorsed;
president	resigned [[con]];
president	then resigned as;
president	resigned [[det]];
president	resigned when;
president	resigned as;
president	resigned in;
president	when resigned to;
president	when resigned;
president	resigned [[prp]];
president	was resigned to;
president	resigned after;
president	[[con]] resigned as;
president	then resigned;
president	resigned to;
president	[[con]] resigned [[adj]];
president	resigned [[adj]];
president	resigned by;
president	[[con]] resigned;
president	after resigned;
president	is disappointed;
president	was disappointed;
president	was disappointed that;
president	[[num]] selected;
president	been selected;
president	[[con]] selected;
president	is selected by;
president	that selected;
president	later selected as;
president	when selected;
president	been selected to;
president	had selected;
president	selected as;
president	is selected;
president	was selected after;
president	was selected [[con]];
president	was selected;
president	selected by;
president	been selected by;
president	selected [[con]];
president	selected [[pro]];
president	[[adj]] selected;
president	was selected as;
president	not selected with;
president	be selected;
president	been selected as;
president	is driven by;
president	was driven to;
president	driven by;
president	was driven back;
president	had driven;
president	was driven out;
president	was driven;
president	held [[det]] press conference;
president	later commented that;
president	worked where;
president	formerly worked as;
president	worked along;
president	have worked as;
president	where worked along;
president	where worked as;
president	later worked [[con]];
president	also worked [[adj]];
president	mainly worked under;
president	then worked to;
president	[[con]] worked [[prp]];
president	who worked;
president	has worked by;
president	first worked with;
president	worked until;
president	worked with;
president	then worked from;
president	later worked;
president	received awards that gave [[pro]] [[det]] opportunity to continue [[prp]] studies in where worked with;
president	worked while;
president	[[num]] worked;
president	[[con]] worked;
president	whom worked;
president	while worked;
president	that worked along;
president	have worked with;
president	has worked from;
president	often worked with;
president	worked when;
president	where worked with;
president	worked before;
president	worked as;
president	who worked under;
president	then worked as;
president	also worked under;
president	worked there;
president	worked later;
president	then worked [[con]];
president	also worked along;
president	again worked;
president	also worked [[con]];
president	who worked with;
president	worked [[num]];
president	has worked among;
president	[[con]] worked as;
president	later worked as;
president	then worked along;
president	have worked under;
president	had worked with;
president	since worked [[con]];
president	had worked to;
president	again worked with;
president	worked first;
president	worked [[adj]];
president	also worked where;
president	worked after;
president	has worked together;
president	[[adj]] worked for;
president	worked among;
president	then worked before;
president	later worked to;
president	had worked;
president	worked mainly;
president	worked from;
president	also worked to;
president	worked [[con]];
president	where worked for;
president	had worked under;
president	later worked on;
president	worked under;
president	then worked [[adj]];
president	has worked;
president	also worked among;
president	where worked;
president	[[adj]] worked as;
president	has worked until;
president	which worked;
president	has worked under;
president	later worked with;
president	has worked [[con]];
president	also worked;
president	has worked with;
president	first worked to;
president	began singing [[con]] followed [[det]] stage career where worked with;
president	also worked by;
president	has worked along;
president	[[con]] worked mainly;
president	then worked under;
president	has worked again;
president	also worked as;
president	often worked;
president	worked [[det]];
president	also worked with;
president	[[num]] worked with;
president	[[det]] worked for;
president	worked by;
president	worked together;
president	worked mostly;
president	later worked under;
president	worked then;
president	worked again;
president	worked was;
president	has worked as;
president	that worked with;
president	since worked with;
president	also worked together;
president	worked to;
president	[[con]] worked later;
president	then worked where;
president	as worked;
president	s worked as;
president	[[con]] worked with;
president	then worked;
president	had worked before;
president	where worked under;
president	then worked with;
president	s worked on;
president	replaced in cabinet;
president	was reappointed [[con]];
president	reappointed as;
president	was reappointed;
president	was reappointed as;
president	is told by;
president	been told by;
president	when told;
president	later told;
president	as told to;
president	has told;
president	once told;
president	told had;
president	told [[adj]];
president	had told [[prp]];
president	then told [[det]];
president	told [[prp]];
